PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
06,6241|624|62|6,1.624106.130,תשלומים מיוחדים,,,,74000,
08,6241|624|62|6,1.624108.181,מיסים וביטוח לאומי,,,,171000,
09,6241|624|62|6,1.624109.182,קופות גמל והשתלמות,,,,165000,
09,6241|624|62|6,1.624109.230,משימה חולפת01,,,,56000,
08,6241|624|62|6,1.624108.310,שעות נוספות רשומות,,,,122000,
05,6241|624|62|6,1.624105.340,שעות נוספות מיוחדות,,,,5000,
09,6241|624|62|6,1.624109.433,ביטוח,,,,134000,
06,6241|624|62|6,1.624106.439,אחזקת בניני העיריה 0 השתתפות,,,,680000,
04,6241|624|62|6,1.624104.461,צרכי משרד,,,,120000,
06,6241|624|62|6,1.624106.463,טלפונים,,,,7000,
05,6241|624|62|6,1.624105.510,נסיעות  ואש ל,,,,1000,
08,6241|624|62|6,1.624108.521,הדרכה וכנסים,,,,20000,
09,6241|624|62|6,1.624109.522,גיבוש יחידתי,,,,8000,
03,6241|624|62|6,1.624103.541,אחזקת מכשירי קשר,,,,23000,
08,6241|624|62|6,1.624108.610,כבודים,,,,12000,
02,6241|624|62|6,1.624102.670,סעיף שאינו חוזר,,,,0,
09,6241|624|62|6,1.624109.693,מחשוב יחידתי,,,,61000,
02,6241|624|62|6,1.624102.751,ייעוץ מקצועי,,,,405000,
03,6241|624|62|6,1.624103.752,התאמות גביה בכרטיסי אשראי,,,,70000,
05,6241|624|62|6,1.624105.754,עבודה בקבלנות,,,,25000,
08,6241|624|62|6,1.624108.781,הוצאות שונות,,,,6000,
09,6241|624|62|6,1.624109.782,פיקוח זכויות עובדי קבלן,,,,270000,
01,6241|624|62|6,1.624101.783,חוברת זכויות עובדי קבלן,,,,35000,
05,6241|624|62|6,1.624105.932,ציוד ורהוט משרדי,,,,10000,
08,6242|624|62|6,1.624208.110,משכורת כוללת,,,,2437000,
05,6242|624|62|6,1.624205.124,החזר הוצאות,,,,124000,
07,6242|624|62|6,1.624207.126,הבראה,,,,86000,
08,6242|624|62|6,1.624208.127,השתתפות באחזקת רכב 0 16,,,,603000,
03,6242|624|62|6,1.624203.130,תשלומים מיוחדים,,,,347000,
05,6242|624|62|6,1.624205.181,מיסים וביטוח לאומי,,,,466000,
06,6242|624|62|6,1.624206.182,קופות גמל והשתלמות,,,,347000,
05,6243|624|62|6,1.624305.110,משכורת כוללת,,,,465000,
02,6243|624|62|6,1.624302.124,החזר הוצאות,,,,28000,
04,6243|624|62|6,1.624304.126,הבראה,,,,29000,
05,6243|624|62|6,1.624305.127,השתתפות באחזקת רכב 0 2,,,,82000,
09,6243|624|62|6,1.624309.130,תשלומים מיוחדים,,,,60000,
08,6243|624|62|6,1.624308.170,סעיף שאינו חוזר,,,,0,
02,6243|624|62|6,1.624302.181,מיסים וביטוח לאומי,,,,86000,
03,6243|624|62|6,1.624303.182,קופות גמל והשתלמות,,,,60000,
05,6243|624|62|6,1.624305.710,הובלות וסבלות,,,,20000,
02,6244|624|62|6,1.624402.110,משכורת כוללת,,,,439000,
08,6244|624|62|6,1.624408.124,החזר הוצאות,,,,52000,
01,6244|624|62|6,1.624401.126,הבראה,,,,30000,
02,6244|624|62|6,1.624402.127,השתתפות באחזקת רכב 0 4,,,,88000,
06,6244|624|62|6,1.624406.130,תשלומים מיוחדים,,,,94000,
08,6244|624|62|6,1.624408.181,מיסים וביטוח לאומי,,,,90000,
09,6244|624|62|6,1.624409.182,קופות גמל והשתלמות,,,,67000,
08,6245|624|62|6,1.624508.110,משכורת כוללת,,,,515000,
05,6245|624|62|6,1.624505.124,החזר הוצאות,,,,17000,
07,6245|624|62|6,1.624507.126,הבראה,,,,11000,
08,6245|624|62|6,1.624508.127,השתתפות באחזקת רכב 0 3,,,,90000,
03,6245|624|62|6,1.624503.130,תשלומים מיוחדים,,,,13000,
05,6245|624|62|6,1.624505.181,מיסים וביטוח לאומי,,,,83000,
06,6245|624|62|6,1.624506.182,קופות גמל והשתלמות,,,,121000,
05,6246|624|62|6,1.624605.110,משכורת כוללת,,,,1210000,
02,6246|624|62|6,1.624602.124,החזר הוצאות,,,,63000,
04,6246|624|62|6,1.624604.126,הבראה,,,,61000,
05,6246|624|62|6,1.624605.127,השתתפות באחזקת רכב 0 9,,,,176000,
09,6246|624|62|6,1.624609.130,תשלומים מיוחדים,,,,159000,
02,6246|624|62|6,1.624602.181,מיסים וביטוח לאומי,,,,216000,
03,6246|624|62|6,1.624603.182,קופות גמל והשתלמות,,,,175000,
01,6246|624|62|6,1.624601.691,מערכות מידע ומחשוב,,,,2580000,
06,6246|624|62|6,1.624606.752,הדפסת מעטפיות,,,,25000,
02,6246|624|62|6,1.624602.781,הדפסת דוחות כספיים,,,,8000,
02,6247|624|62|6,1.624702.110,משכורת כוללת,,,,309000,
08,6247|624|62|6,1.624708.124,החזר הוצאות,,,,26000,
01,6247|624|62|6,1.624701.126,הבראה,,,,17000,
02,6247|624|62|6,1.624702.127,השתתפות באחזקת רכב 0 1,,,,55000,
06,6247|624|62|6,1.624706.130,תשלומים מיוחדים,,,,71000,
08,6247|624|62|6,1.624708.181,מיסים וביטוח לאומי,,,,62000,
09,6247|624|62|6,1.624709.182,קופות גמל והשתלמות,,,,50000,
08,6248|624|62|6,1.624808.110,משכורת כוללת,,,,281000,
05,6248|624|62|6,1.624805.124,החזר הוצאות,,,,27000,
07,6248|624|62|6,1.624807.126,הבראה,,,,21000,
08,6248|624|62|6,1.624808.127,השתתפות באחזקת רכב 0 3,,,,55000,
03,6248|624|62|6,1.624803.130,תשלומים מיוחדים,,,,60000,
05,6248|624|62|6,1.624805.181,מיסים וביטוח לאומי,,,,58000,
06,6248|624|62|6,1.624806.182,קופות גמל והשתלמות,,,,38000,
05,6249|624|62|6,1.624905.110,משכורת כוללת,,,,835000,
02,6249|624|62|6,1.624902.124,החזר הוצאות,,,,70000,
04,6249|624|62|6,1.624904.126,הבראה,,,,60000,
05,6249|624|62|6,1.624905.127,השתתפות באחזקת רכב 0 7,,,,192000,
09,6249|624|62|6,1.624909.130,תשלומים מיוחדים,,,,116000,
02,6249|624|62|6,1.624902.181,מיסים וביטוח לאומי,,,,165000,
03,6249|624|62|6,1.624903.182,קופות גמל והשתלמות,,,,162000,
03,6250|625|62|6,1.625003.110,משכורת כוללת,,,,1046000,
09,6250|625|62|6,1.625009.124,החזר הוצאות,,,,40000,
02,6250|625|62|6,1.625002.126,הבראה,,,,35000,
03,6250|625|62|6,1.625003.127,השתתפות באחזקת רכב 0 5,,,,172000,
07,6250|625|62|6,1.625007.130,תשלומים מיוחדים,,,,160000,
09,6250|625|62|6,1.625009.181,מיסים וביטוח לאומי,,,,194000,
01,6250|625|62|6,1.625001.182,קופות גמל והשתלמות,,,,200000,
09,6250|625|62|6,1.625009.310,שעות נוספות רשומות,,,,43000,
04,6250|625|62|6,1.625004.411,שכר דירה,,,,265000,
01,6250|625|62|6,1.625001.433,ביטוח,,,,11000,
02,6250|625|62|6,1.625002.434,תקוני מבנים  מתקנים ואינונטר,,,,5000,
03,6250|625|62|6,1.625003.435,חשמל ואנרגיה,,,,20000,
04,6250|625|62|6,1.625004.436,נקיון,,,,17000,
05,6250|625|62|6,1.625005.461,צרכי משרד,,,,15000,
06,6250|625|62|6,1.625006.462,ספרים ועתונים,,,,3000,
07,6250|625|62|6,1.625007.463,טלפונים,,,,2000,
08,6250|625|62|6,1.625008.464,דאר,,,,1000,
06,6250|625|62|6,1.625006.510,נסיעות  ואש ל,,,,2000,
09,6250|625|62|6,1.625009.521,הדרכה וכנסים,,,,8000,
01,6250|625|62|6,1.625001.522,גיבוש יחידתי,,,,1000,
02,6250|625|62|6,1.625002.531,אחזקת רכב,,,,3000,
04,6250|625|62|6,1.625004.533,שכירת רכב ורכב עירוני,,,,37000,
05,6250|625|62|6,1.625005.534,דלק ושמן,,,,35000,
04,6250|625|62|6,1.625004.541,אחזקת מכשירי קשר,,,,9000,
09,6250|625|62|6,1.625009.610,כבודים,,,,6000,
08,6250|625|62|6,1.625008.691,מערכות מידע ומחשוב,,,,90000,
01,6250|625|62|6,1.625001.693,מחשוב יחידתי,,,,3000,
03,6250|625|62|6,1.625003.751,ייעוץ מקצועי ללשכת התאגידים,,,,62000,
09,6250|625|62|6,1.625009.781,העסקת גו ח,,,,20000,
01,6250|625|62|6,1.625001.782,הכנה והדפסת דו ח החברות השנתי,,,,2000,
03,6250|625|62|6,1.625003.784,קשר ומפגשים עם חברות,,,,10000,
05,6250|625|62|6,1.625005.786,אגרת חברות,,,,11000,
06,6250|625|62|6,1.625006.932,ציוד ורהוט משרדי,,,,2000,
03,6281|628|62|6,1.628103.110,משכורת כוללת,,,,2224000,
09,6281|628|62|6,1.628109.124,החזר הוצאות,,,,141000,
02,6281|628|62|6,1.628102.126,הבראה,,,,128000,
03,6281|628|62|6,1.628103.127,השתתפות באחזקת רכב021,,,,405000,
07,6281|628|62|6,1.628107.130,תשלומים מיוחדים,,,,483000,
09,6281|628|62|6,1.628109.181,מיסים וביטוח לאומי,,,,449000,
01,6281|628|62|6,1.628101.182,קופות גמל והשתלמות,,,,386000,
09,6281|628|62|6,1.628109.310,שעות נוספות רשומות,,,,82000,
06,6281|628|62|6,1.628106.340,שעות נוספות מיוחדות,,,,2000,
01,6281|628|62|6,1.628101.433,ביטוח,,,,65000,
02,6281|628|62|6,1.628102.434,תקוני מבנים  מתקנים ואינונטר,,,,4000,
07,6281|628|62|6,1.628107.439,אחזקת בניני העיריה 0 השתתפות,,,,330000,
05,6281|628|62|6,1.628105.461,צרכי משרד,,,,55000,
06,6281|628|62|6,1.628106.462,ספרים ועתונים,,,,12000,
07,6281|628|62|6,1.628107.463,טלפונים,,,,11000,
08,6281|628|62|6,1.628108.464,דאר,,,,25000,
01,6281|628|62|6,1.628101.522,גיבוש יחידתי,,,,3000,
04,6281|628|62|6,1.628104.541,אחזקת מכשירי קשר,,,,4000,
09,6281|628|62|6,1.628109.610,כיבודים,,,,5000,
03,6281|628|62|6,1.628103.670,סעיף שאינו חוזר,,,,0,
05,6281|628|62|6,1.628105.680,הוצאות מיוחדות,,,,4000,
08,6281|628|62|6,1.628108.691,מערכות מידע ומחשוב,,,,1430000,
03,6281|628|62|6,1.628103.751,עבודה בקבלנות,,,,240000,
04,6281|628|62|6,1.628104.752,יעוץ חיצוני מקצועי,,,,60000,
09,6281|628|62|6,1.628109.781,שאילתות בגין גמלאים,,,,60000,
02,6281|628|62|6,1.628102.783,הפקת תלושי שכר,,,,2905000,
03,6281|628|62|6,1.628103.784,עיבודי שכר נוספים,,,,145000,
05,6281|628|62|6,1.628105.786,משלוח תלושי שכר לגימלאים,,,,125000,
06,6281|628|62|6,1.628106.932,ציוד וריהוט משרדי,,,,10000,
09,6282|628|62|6,1.628209.110,משכורת כוללת,,,,1419000,
06,6282|628|62|6,1.628206.124,החזר הוצאות,,,,37000,
08,6282|628|62|6,1.628208.126,הבראה,,,,50000,
09,6282|628|62|6,1.628209.127,השתתפות באחזקת רכב05,,,,225000,
04,6282|628|62|6,1.628204.130,תשלומים מיוחדים,,,,314000,
06,6282|628|62|6,1.628206.181,מיסים וביטוח לאומי,,,,313000,
07,6282|628|62|6,1.628207.182,קופות גמל והשתלמות,,,,187000,
06,6282|628|62|6,1.628206.310,שעות נוספות רשומות,,,,371000,
08,6282|628|62|6,1.628208.531,אחזקת רכב,,,,4000,
01,6282|628|62|6,1.628201.533,שכירת רכב,,,,88000,
02,6282|628|62|6,1.628202.534,דלק ושמן,,,,28000,
07,6310|631|63|6,1.631007.651,עמלה ריבית והוצאות מימון,,,,4000000,
08,6310|631|63|6,1.631008.652,ריבית על קרנות הרשות,,,,89000000,
09,6310|631|63|6,1.631009.653,עמלות בנקאיות בגין תקבולים,,,,6100000,
01,6310|631|63|6,1.631001.654,הוראות קבע בגין תקבולים,,,,100000,
02,6310|631|63|6,1.631002.655,עמלות לחברות אשראי,,,,8000000,
03,6310|631|63|6,1.631003.656,עמלות )בנק ואשראי(0גביה ע י גו ח,,,,650000,
04,6310|631|63|6,1.631004.657,עמלות מימון ותפעול0חסכונות גחלת,,,,2050000,
06,6310|631|63|6,1.631006.659,שיערוך הקרן לחוסכי גחלת,,,,100000,
19,6491|649|64|6,1.649119.991,תשלומים על חשבון קרן,,,,9500000,
11,6491|649|64|6,1.649111.992,תשלומים על חשבון ריבית,,,,3270000,
12,6491|649|64|6,1.649112.993,הצמדה על הקרן,,,,2260000,
13,6491|649|64|6,1.649113.994,הצמדה על הריבית,,,,770000,
25,6491|649|64|6,1.649125.991,תשלומים על חשבון קרן,,,,20910000,
26,6491|649|64|6,1.649126.992,תשלומים על חשבון ריבית,,,,4660000,
27,6491|649|64|6,1.649127.993,הצמדה על הקרן,,,,6370000,
28,6491|649|64|6,1.649128.994,הצמדה על הריבית,,,,1290000,
31,6491|649|64|6,1.649131.991,תשלומים על חשבון קרן,,,,870000,
32,6491|649|64|6,1.649132.992,תשלומים על חשבון ריבית,,,,220000,
33,6491|649|64|6,1.649133.993,הצמדה על הקרן,,,,250000,
34,6491|649|64|6,1.649134.994,הצמדה על הריבית,,,,50000,
46,6491|649|64|6,1.649146.991,תשלומים על חשבון קרן,,,,5060000,
47,6491|649|64|6,1.649147.992,תשלומים על חשבון ריבית,,,,7100000,
48,6491|649|64|6,1.649148.993,הצמדה על הקרן,,,,4400000,
49,6491|649|64|6,1.649149.994,הצמדה על הריבית,,,,13000000,
22,6492|649|64|6,1.649222.991,תשלומים על חשבון קרן,,,,4350000,
23,6492|649|64|6,1.649223.992,תשלומים על חשבון ריבית,,,,1390000,
24,6492|649|64|6,1.649224.993,הצמדה על הקרן,,,,700000,
25,6492|649|64|6,1.649225.994,הצמדה על הריבית,,,,100000,
37,6492|649|64|6,1.649237.991,תשלומים על חשבון קרן,,,,680000,
38,6492|649|64|6,1.649238.992,תשלומים על חשבון ריבית,,,,260000,
39,6492|649|64|6,1.649239.993,הצמדה על הקרן,,,,70000,
31,6492|649|64|6,1.649231.994,הצמדה על הריבית,,,,20000,
43,6492|649|64|6,1.649243.991,תשלומים על חשבון קרן,,,,1030000,
44,6492|649|64|6,1.649244.992,תשלומים על חשבון ריבית,,,,230000,
45,6492|649|64|6,1.649245.993,הצמדה על הקרן,,,,290000,
46,6492|649|64|6,1.649246.994,הצמדה על הריבית,,,,40000,
58,6492|649|64|6,1.649258.991,תשלומים על חשבון קרן,,,,730000,
59,6492|649|64|6,1.649259.992,תשלומים על חשבון ריבית,,,,270000,
51,6492|649|64|6,1.649251.993,הצמדה על הקרן,,,,50000,
52,6492|649|64|6,1.649252.994,הצמדה על הריבית,,,,10000,
13,6493|649|64|6,1.649313.991,תשלומים על חשבון קרן,,,,910000,
14,6493|649|64|6,1.649314.992,תשלומים על חשבון ריבית,,,,300000,
15,6493|649|64|6,1.649315.993,הצמדה על הקרן,,,,180000,
16,6493|649|64|6,1.649316.994,הצמדה על הריבית,,,,40000,
28,6493|649|64|6,1.649328.991,תשלומים על חשבון קרן,,,,27510000,
29,6493|649|64|6,1.649329.992,תשלומים על חשבון ריבית,,,,9060000,
21,6493|649|64|6,1.649321.993,הצמדה על הקרן,,,,4890000,
22,6493|649|64|6,1.649322.994,הצמדה על הריבית,,,,1280000,
34,6493|649|64|6,1.649334.991,תשלומים על חשבון קרן,,,,1630000,
35,6493|649|64|6,1.649335.992,תשלומים על חשבון ריבית,,,,630000,
36,6493|649|64|6,1.649336.993,הצמדה על הקרן,,,,180000,
37,6493|649|64|6,1.649337.994,הצמדה על הריבית,,,,40000,
49,6493|649|64|6,1.649349.991,תשלומים על חשבון קרן,,,,1850000,
41,6493|649|64|6,1.649341.992,תשלומים על חשבון ריבית,,,,860000,
42,6493|649|64|6,1.649342.993,הצמדה על הקרן,,,,80000,
43,6493|649|64|6,1.649343.994,הצמדה על הריבית,,,,20000,
55,6493|649|64|6,1.649355.991,תשלומים על חשבון קרן,,,,5490000,
56,6493|649|64|6,1.649356.992,תשלומים על חשבון ריבית,,,,1400000,
57,6493|649|64|6,1.649357.993,הצמדה על הקרן,,,,1500000,
58,6493|649|64|6,1.649358.994,הצמדה על הריבית,,,,350000,
61,6493|649|64|6,1.649361.991,תשלומים על חשבון קרן,,,,16260000,
62,6493|649|64|6,1.649362.992,תשלומים על חשבון ריבית,,,,5830000,
63,6493|649|64|6,1.649363.993,הצמדה על הקרן,,,,2480000,
64,6493|649|64|6,1.649364.994,הצמדה על הריבית,,,,720000,
76,6493|649|64|6,1.649376.991,תשלומים על חשבון קרן,,,,1100000,
77,6493|649|64|6,1.649377.992,תשלומים על חשבון ריבית,,,,410000,
78,6493|649|64|6,1.649378.993,הצמדה על הקרן,,,,130000,
79,6493|649|64|6,1.649379.994,הצמדה על הריבית,,,,40000,
82,6493|649|64|6,1.649382.991,תשלומים על חשבון קרן,,,,3050000,
83,6493|649|64|6,1.649383.992,תשלומים על חשבון ריבית,,,,1140000,
19,6494|649|64|6,1.649419.991,תשלומים על חשבון קרן,,,,16490000,
11,6494|649|64|6,1.649411.992,תשלומים על חשבון ריבית,,,,5170000,
12,6494|649|64|6,1.649412.993,הצמדה על הקרן,,,,3290000,
13,6494|649|64|6,1.649413.994,הצמדה על הריבית,,,,700000,
25,6494|649|64|6,1.649425.991,תשלומים על חשבון קרן,,,,10030000,
26,6494|649|64|6,1.649426.992,תשלומים על חשבון ריבית,,,,3720000,
27,6494|649|64|6,1.649427.993,הצמדה על הקרן,,,,1410000,
28,6494|649|64|6,1.649428.994,הצמדה על הריבית,,,,450000,
31,6494|649|64|6,1.649431.991,תשלומים על חשבון קרן,,,,190000,
32,6494|649|64|6,1.649432.992,תשלומים על חשבון ריבית,,,,80000,
33,6494|649|64|6,1.649433.993,הצמדה על הקרן,,,,20000,
34,6494|649|64|6,1.649434.994,הצמדה על הריבית,,,,10000,
46,6494|649|64|6,1.649446.991,תשלומים על חשבון קרן,,,,1170000,
47,6494|649|64|6,1.649447.992,תשלומים על חשבון ריבית,,,,440000,
48,6494|649|64|6,1.649448.993,הצמדה על הקרן,,,,150000,
49,6494|649|64|6,1.649449.994,הצמדה על הריבית,,,,40000,
52,6494|649|64|6,1.649452.991,תשלומים על חשבון קרן,,,,840000,
53,6494|649|64|6,1.649453.992,תשלומים על חשבון ריבית,,,,300000,
54,6494|649|64|6,1.649454.993,הצמדה על הקרן,,,,100000,
55,6494|649|64|6,1.649455.994,הצמדה על הריבית,,,,30000,
16,6495|649|64|6,1.649516.991,תשלומים על חשבון קרן,,,,1250000,
17,6495|649|64|6,1.649517.992,תשלומים על חשבון ריבית,,,,390000,
18,6495|649|64|6,1.649518.993,הצמדה על הקרן,,,,270000,
19,6495|649|64|6,1.649519.994,הצמדה על הריבית,,,,80000,
22,6495|649|64|6,1.649522.991,תשלומים על חשבון קרן,,,,1250000,
23,6495|649|64|6,1.649523.992,תשלומים על חשבון ריבית,,,,370000,
24,6495|649|64|6,1.649524.993,הצמדה על הקרן,,,,320000,
25,6495|649|64|6,1.649525.994,הצמדה על הריבית,,,,80000,
37,6495|649|64|6,1.649537.991,תשלומים על חשבון קרן,,,,280000,
38,6495|649|64|6,1.649538.992,תשלומים על חשבון ריבית,,,,110000,
39,6495|649|64|6,1.649539.993,הצמדה על הקרן,,,,40000,
31,6495|649|64|6,1.649531.994,הצמדה על הריבית,,,,10000,
43,6495|649|64|6,1.649543.991,תשלומים על חשבון קרן,,,,880000,
44,6495|649|64|6,1.649544.992,תשלומים על חשבון ריבית,,,,140000,
45,6495|649|64|6,1.649545.993,הצמדה על הקרן,,,,260000,
46,6495|649|64|6,1.649546.994,הצמדה על הריבית,,,,30000,
